,player_name,team,IsIndian,innings,runs_scored,balls_faced,fours,sixes,is_dismissed,balls_bowled,runs_given,wickets_taken,extra_runs_given,maiden_overs_bowled,catches_taken,stumpings,run_outs,fifty,century,Three_wicket_haul,Five_wicket_haul,retention,Batting_Average,Batting_Strike_Rate,Bowling_Average,Bowling_Economy,full_name,Day,Month,Year,age_at_auction,age_category,Visibility Score 2015,Visibility Score 2014,Visibility Score 2017,Visibility Score 2016,Average Sentiment Score 2015,Average Sentiment Score 2014,Average Sentiment Score 2017,Average Sentiment Score 2016,Positive Mentions 2015,Positive Mentions 2014,Positive Mentions 2017,Positive Mentions 2016,Negative Mentions 2015,Negative Mentions 2014,Negative Mentions 2017,Negative Mentions 2016,Entertainment Score 2014,Entertainment Score 2015,Entertainment Score 2016,Entertainment Score 2017
13,AD Nath,Gujarat Lions,1,4,20.0,28.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.0,71.43,,,Akshdeep Nath,5,10,1993,25,Emerging,0.0,0.0,0.0057237535773459,0.0063816209317166,0.0,0.0,-0.0339181286549707,0.1068181818181818,0.0,0.0,9.0,4.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
14,AD Russell,Kolkata Knight Riders,0,27,516.0,308.0,45.0,34.0,16.0,509.0,687.0,35.0,42.0,0.0,6.0,0.0,1.0,3,0,3,1,0,32.25,167.53,19.63,8.1,Andre Russell,29,4,1988,30,Peak,0.0516066212268743,0.0393258426966292,0.0234975146859466,0.0216975111678366,0.180503144654088,0.148157596371882,0.1252017948219871,-0.0064250700280112,16.0,24.0,80.0,11.0,9.0,6.0,25.0,10.0,0.0,0.0,0.0,0.0
15,AF Milne,Royal Challengers Bengaluru,0,5,7.0,12.0,0.0,0.0,3.0,115.0,185.0,5.0,19.0,0.0,5.0,0.0,0.0,0,0,1,0,0,2.33,58.33,37.0,9.65,Adam Milne,13,4,1992,26,Peak,0.0,0.0,0.0006025003765627,0.0019144862795149,0.0,0.0,0.175,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,AJ Finch,Gujarat Lions,0,25,693.0,501.0,70.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,7,0,0,0,0,34.65,138.32,,,Aaron Finch,17,11,1986,32,Experienced,0.0146056475170399,0.0009363295880149,0.0049706281066425,0.0051052967453733,0.0588696488696488,0.0,0.0696506734006734,0.225,4.0,0.0,13.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
17,AJ Finch,Mumbai Indians,0,3,23.0,33.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.67,69.7,,,Aaron Finch,17,11,1986,32,Experienced,0.0146056475170399,0.0009363295880149,0.0049706281066425,0.0051052967453733,0.0588696488696488,0.0,0.0696506734006734,0.225,4.0,0.0,13.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
18,AJ Finch,Sunrisers Hyderabad,0,13,309.0,268.0,31.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2,0,0,0,0,28.09,115.3,,,Aaron Finch,17,11,1986,32,Experienced,0.0146056475170399,0.0009363295880149,0.0049706281066425,0.0051052967453733,0.0588696488696488,0.0,0.0696506734006734,0.225,4.0,0.0,13.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
19,AJ Tye,Gujarat Lions,0,6,53.0,30.0,4.0,3.0,1.0,128.0,146.0,12.0,7.0,0.0,0.0,0.0,0.0,0,0,1,1,0,53.0,176.67,12.17,6.84,Andrew Tye,12,12,1986,32,Experienced,0.0,0.0,0.009037505648441,0.0,0.0,0.0,0.0453711689463019,0.0,0.0,0.0,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
20,AM Nayar,Rajasthan Royals,1,4,43.0,50.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,10.75,86.0,,,Abhishek Nayar,10,8,1983,35,Experienced,0.0,0.0018726591760299,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AM Rahane,Rajasthan Royals,1,26,879.0,721.0,91.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,7,0,0,0,0,41.86,121.91,,,Ajinkya Rahane,6,6,1988,30,Peak,0.0009737098344693,0.0018726591760299,0.0102425064015665,0.0051052967453733,0.0,-0.0111111111111111,0.0743096296023282,0.3025297619047619,0.0,0.0,35.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
22,AM Rahane,Rising Pune Supergiant,1,16,382.0,328.0,35.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2,0,0,0,0,25.47,116.46,,,Ajinkya Rahane,6,6,1988,30,Peak,0.0009737098344693,0.0018726591760299,0.0102425064015665,0.0051052967453733,0.0,-0.0111111111111111,0.0743096296023282,0.3025297619047619,0.0,0.0,35.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
23,AM Rahane,Rising Pune Supergiants,1,14,480.0,387.0,54.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6,0,0,0,0,36.92,124.03,,,Ajinkya Rahane,6,6,1988,30,Peak,0.0009737098344693,0.0018726591760299,0.0102425064015665,0.0051052967453733,0.0,-0.0111111111111111,0.0743096296023282,0.3025297619047619,0.0,0.0,35.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
24,AN Ahmed,Royal Challengers Bengaluru,1,7,14.0,6.0,3.0,0.0,1.0,165.0,249.0,5.0,19.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14.0,233.33,49.8,9.05,AN Ahmed,9,11,1998,20,Young,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AP Tare,Delhi Daredevils,1,3,18.0,25.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.0,72.0,,,Aditya Tare,11,7,1987,31,Experienced,0.0038948393378773,0.0215355805243445,0.0030125018828136,0.0019144862795149,-0.1999999999999999,-0.0466864415777459,0.0929861111111111,0.2111111111111111,0.0,12.0,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
26,AP Tare,Mumbai Indians,1,14,140.0,120.0,17.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0,0,0,0,14.0,116.67,,,Aditya Tare,11,7,1987,31,Experienced,0.0038948393378773,0.0215355805243445,0.0030125018828136,0.0019144862795149,-0.1999999999999999,-0.0466864415777459,0.0929861111111111,0.2111111111111111,0.0,12.0,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
27,AP Tare,Sunrisers Hyderabad,1,2,8.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,4.0,53.33,,,Aditya Tare,11,7,1987,31,Experienced,0.0038948393378773,0.0215355805243445,0.0030125018828136,0.0019144862795149,-0.1999999999999999,-0.0466864415777459,0.0929861111111111,0.2111111111111111,0.0,12.0,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
28,AR Bawne,Delhi Daredevils,1,1,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,100.0,,,Ankit Bawne,17,12,1992,26,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,AR Patel,Kings XI Punjab,1,59,606.0,494.0,34.0,28.0,29.0,1280.0,1584.0,61.0,71.0,2.0,20.0,0.0,3.0,0,0,3,0,1,20.9,122.67,25.97,7.42,Axar Patel,20,1,1994,24,Emerging,0.0009737098344693,0.0037453183520599,0.0099412562132851,0.0031908104658583,0.1833333333333333,0.1770833333333333,0.0118810993175966,0.048,1.0,3.0,26.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
30,AS Rajpoot,Kolkata Knight Riders,1,9,4.0,7.0,1.0,0.0,1.0,159.0,214.0,7.0,22.0,0.0,1.0,0.0,1.0,0,0,1,0,0,4.0,57.14,30.57,8.08,Ankit Rajpoot,12,4,1993,25,Emerging,0.0,0.0,0.0010543756589847,0.0044671346522016,0.0,0.0,0.0328042328042327,0.1419047619047619,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,AT Rayudu,Mumbai Indians,1,46,1067.0,855.0,84.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,6,0,0,0,0,26.68,124.8,,,Ambati Rayudu,23,9,1985,33,Experienced,0.0107108081791626,0.0074906367041198,0.0078325048953155,0.0012763241863433,0.0454545454545454,-0.0604938271604938,0.1331213086125946,0.0249999999999999,2.0,3.0,31.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0
32,AV Wankhade,Mumbai Indians,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,,,Apoorv Wankhade,14,3,1992,26,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Ankit Sharma,Rajasthan Royals,1,6,41.0,37.0,5.0,1.0,3.0,134.0,158.0,7.0,7.0,0.0,2.0,0.0,0.0,0,0,0,0,0,13.67,110.81,22.57,7.07,Ankit Sharma,20,4,1991,27,Peak,0.0,0.0,0.000451875282422,0.0006381620931716,0.0,0.0,-0.0962962962962962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,Ankit Sharma,Rising Pune Supergiant,1,1,25.0,16.0,2.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,25.0,156.25,,16.0,Ankit Sharma,20,4,1991,27,Peak,0.0,0.0,0.000451875282422,0.0006381620931716,0.0,0.0,-0.0962962962962962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,Ankit Sharma,Rising Pune Supergiants,1,3,3.0,3.0,0.0,0.0,0.0,70.0,84.0,1.0,6.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,100.0,84.0,7.2,Ankit Sharma,20,4,1991,27,Peak,0.0,0.0,0.000451875282422,0.0006381620931716,0.0,0.0,-0.0962962962962962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,Ankit Soni,Gujarat Lions,1,6,7.0,9.0,0.0,1.0,2.0,112.0,145.0,4.0,4.0,0.0,1.0,0.0,0.0,0,0,0,0,0,3.5,77.78,36.25,7.77,Ankit Soni,8,2,1993,25,Emerging,0.0,0.0,0.0013556258472661,0.0,0.0,0.0,0.0034979423868312,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,Anureet Singh,Kings XI Punjab,1,17,33.0,43.0,2.0,1.0,4.0,372.0,547.0,17.0,31.0,0.0,4.0,0.0,1.0,0,0,2,0,0,8.25,76.74,32.18,8.82,Anureet Singh,3,2,1988,30,Peak,0.0,0.0,0.0007531254707034,0.0,0.0,0.0,-0.1155555555555555,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
38,Avesh Khan,Royal Challengers Bengaluru,1,1,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,24.0,6.0,Avesh Khan,13,12,1996,22,Emerging,0.0,0.0,0.0022593764121102,0.0,0.0,0.0,0.086034534184044,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
39,Azhar Mahmood,Kolkata Knight Riders,0,1,6.0,8.0,1.0,0.0,1.0,20.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.0,75.0,41.0,12.3,Azhar Mahmood,28,2,1975,43,Veteran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,B Aparajith,Chennai Super Kings,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,,,Baba Aparajith,7,8,1994,24,Emerging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,B Kumar,Sunrisers Hyderabad,1,59,65.0,46.0,8.0,2.0,8.0,1388.0,1668.0,92.0,105.0,3.0,12.0,0.0,4.0,0,0,8,1,1,8.12,141.3,18.13,7.21,Bhuvneshwar Kumar,2,5,1990,28,Peak,0.0,0.0018726591760299,0.006175628859768,0.0076579451180599,0.0,0.25,0.1556167971077923,0.0930115715876994,0.0,1.0,28.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
42,B Stanlake,Royal Challengers Bengaluru,0,2,0.0,0.0,0.0,0.0,0.0,50.0,70.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,35.0,8.4,Billy Stanlake,11,4,1994,24,Emerging,0.0,0.0,0.0016568760355475,0.0,0.0,0.0,0.0910714285714285,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
43,BA Stokes,Rising Pune Supergiant,0,12,316.0,227.0,22.0,15.0,11.0,274.0,327.0,14.0,22.0,1.0,5.0,0.0,1.0,1,1,2,0,0,28.73,139.21,23.36,7.16,Ben Stokes,6,4,1991,27,Peak,0.0,0.0,0.0174725109203193,0.0,0.0,0.0,0.0915080194390539,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
44,BB McCullum,Chennai Super Kings,0,28,841.0,634.0,83.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5,1,0,0,0,30.04,132.65,,,Brendon McCullum,27,9,1981,37,Veteran,0.0019474196689386,0.0028089887640449,0.0058743786714866,0.0006381620931716,0.3555555555555555,-0.0362554112554112,0.1125285444403091,0.0,2.0,1.0,17.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
45,BB McCullum,Gujarat Lions,0,27,674.0,500.0,67.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,3,0,0,0,0,24.96,134.8,,,Brendon McCullum,27,9,1981,37,Veteran,0.0019474196689386,0.0028089887640449,0.0058743786714866,0.0006381620931716,0.3555555555555555,-0.0362554112554112,0.1125285444403091,0.0,2.0,1.0,17.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
46,BB Sran,Rajasthan Royals,1,1,0.0,0.0,0.0,0.0,0.0,20.0,36.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,10.8,Barinder Sran,12,10,1992,26,Peak,0.0,0.0,0.0024100015062509,0.0082961072112316,0.0,0.0,0.1335850694444444,0.191025641025641,0.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
47,BB Sran,Sunrisers Hyderabad,1,15,4.0,4.0,0.0,0.0,0.0,325.0,449.0,14.0,23.0,1.0,2.0,0.0,2.0,0,0,1,0,0,,100.0,32.07,8.29,Barinder Sran,12,10,1992,26,Peak,0.0,0.0,0.0024100015062509,0.0082961072112316,0.0,0.0,0.1335850694444444,0.191025641025641,0.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
48,BCJ Cutting,Rajasthan Royals,0,1,8.0,6.0,0.0,1.0,0.0,24.0,31.0,2.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,,133.33,15.5,7.75,Ben Cutting,30,1,1987,31,Experienced,0.0,0.0,0.0034643771652357,0.0178685386088066,0.0,0.0,-0.1299847012768125,-0.238201733074182,0.0,0.0,10.0,4.0,0.0,0.0,11.0,22.0,0.0,0.0,4.0,0.0
49,BCJ Cutting,Sunrisers Hyderabad,0,8,116.0,64.0,9.0,9.0,5.0,147.0,203.0,7.0,4.0,0.0,2.0,0.0,1.0,0,0,0,0,0,23.2,181.25,29.0,8.29,Ben Cutting,30,1,1987,31,Experienced,0.0,0.0,0.0034643771652357,0.0178685386088066,0.0,0.0,-0.1299847012768125,-0.238201733074182,0.0,0.0,10.0,4.0,0.0,0.0,11.0,22.0,0.0,0.0,4.0,0.0
50,BE Hendricks,Kings XI Punjab,0,7,1.0,3.0,0.0,0.0,1.0,157.0,239.0,11.0,15.0,0.0,3.0,0.0,0.0,0,0,2,0,0,1.0,33.33,21.73,9.13,Beuran Hendricks,7,8,1990,28,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,BJ Hodge,Rajasthan Royals,0,4,101.0,74.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,33.67,136.49,,,Brad Hodge,29,12,1974,44,Veteran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,BR Dunk,Mumbai Indians,0,4,40.0,36.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,13.33,111.11,,,Ben Dunk,3,11,1987,31,Experienced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,BW Hilfenhaus,Chennai Super Kings,0,8,0.0,0.0,0.0,0.0,0.0,175.0,255.0,9.0,16.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,28.33,8.74,Ben Hilfenhaus,15,3,1983,35,Experienced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Basil Thampi,Gujarat Lions,1,12,28.0,30.0,1.0,1.0,1.0,278.0,428.0,15.0,14.0,0.0,2.0,0.0,1.0,0,0,1,0,0,28.0,93.33,28.53,9.24,Basil Thampi,9,11,1993,25,Emerging,0.0,0.0,0.0082843801777376,0.0,0.0,0.0,0.1138442791127001,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,Bipul Sharma,Sunrisers Hyderabad,1,16,83.0,52.0,3.0,6.0,3.0,226.0,304.0,12.0,6.0,0.0,3.0,0.0,2.0,0,0,0,0,0,27.67,159.62,25.33,8.07,Bipul Sharma,28,9,1983,35,Experienced,0.0,0.0,0.0010543756589847,0.0044671346522016,0.0,0.0,0.0347087957990213,0.109703425229741,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
56,C Munro,Kolkata Knight Riders,0,4,30.0,31.0,3.0,0.0,1.0,12.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,30.0,96.77,,7.5,Colin Munro,3,11,1987,31,Experienced,0.0,0.0,0.0128031330019581,0.0051052967453733,0.0,0.0,0.1574345032130499,0.0834821428571428,0.0,0.0,46.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
57,C de Grandhomme,Kolkata Knight Riders,0,12,126.0,92.0,10.0,6.0,8.0,102.0,136.0,4.0,7.0,0.0,2.0,0.0,1.0,0,0,1,0,0,15.75,136.96,34.0,8.0,Colin de Grandhomme,22,7,1986,32,Experienced,0.0,0.0,0.0031631269769543,0.0,0.0,0.0,0.2203535694670446,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
58,CA Lynn,Kolkata Knight Riders,0,11,378.0,250.0,30.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3,0,0,0,0,42.0,151.2,,,Chris Lynn,4,10,1990,28,Peak,0.0019474196689386,0.0056179775280898,0.011899382437114,0.0012763241863433,0.0849206349206349,0.3011805555555555,0.0997952624551735,0.2270833333333333,1.0,5.0,42.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0
