,player_name,team,IsIndian,innings,runs_scored,balls_faced,fours,sixes,is_dismissed,balls_bowled,runs_given,wickets_taken,extra_runs_given,maiden_overs_bowled,catches_taken,stumpings,run_outs,fifty,century,Three_wicket_haul,Five_wicket_haul,retention,Batting_Average,Batting_Strike_Rate,Bowling_Average,Bowling_Economy,full_name,Day,Month,Year,age_at_auction,age_category,Visibility Score 2019,Visibility Score 2018,Visibility Score 2021,Visibility Score 2020,Average Sentiment Score 2019,Average Sentiment Score 2018,Average Sentiment Score 2021,Average Sentiment Score 2020,Positive Mentions 2019,Positive Mentions 2018,Positive Mentions 2021,Positive Mentions 2020,Negative Mentions 2019,Negative Mentions 2018,Negative Mentions 2021,Negative Mentions 2020,Entertainment Score 2018,Entertainment Score 2019,Entertainment Score 2020,Entertainment Score 2021
37,Arshdeep Singh,Kings XI Punjab,1,11,0.0,3.0,0.0,0.0,1.0,223.0,336.0,14.0,24.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0.0,0.0,24.0,9.04,Arshdeep Singh,2,5,1999,23,Emerging,0.0003582303421099,0.0,0.0016330166270783,0.0017101325352714,0.2577224310776942,0.0,0.2314525121343303,0.1161823830409356,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Arshdeep Singh,Punjab Kings,1,12,2.0,3.0,0.0,0.0,0.0,263.0,348.0,20.0,21.0,0.0,1.0,0.0,0.0,0,0,2,1,1,,66.67,17.4,7.94,Arshdeep Singh,2,5,1999,23,Emerging,0.0003582303421099,0.0,0.0016330166270783,0.0017101325352714,0.2577224310776942,0.0,0.2314525121343303,0.1161823830409356,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Avesh Khan,Delhi Capitals,1,18,9.0,6.0,2.0,0.0,0.0,427.0,538.0,27.0,36.0,0.0,2.0,0.0,0.0,0,0,5,0,0,,150.0,19.93,7.56,Avesh Khan,13,12,1996,26,Peak,0.0010746910263299,0.0015069318866787,0.0072743467933491,0.0004275331338178,0.0833333333333333,0.0876190476190476,0.0597499595076125,0.2436426767676767,2.0,2.0,22.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
40,Avesh Khan,Delhi Daredevils,1,6,0.0,0.0,0.0,0.0,0.0,117.0,205.0,4.0,4.0,0.0,2.0,0.0,0.0,0,0,0,0,0,,,51.25,10.51,Avesh Khan,13,12,1996,26,Peak,0.0010746910263299,0.0015069318866787,0.0072743467933491,0.0004275331338178,0.0833333333333333,0.0876190476190476,0.0597499595076125,0.2436426767676767,2.0,2.0,22.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
41,B Kumar,Sunrisers Hyderabad,1,42,59.0,71.0,5.0,0.0,8.0,1000.0,1260.0,35.0,44.0,3.0,6.0,0.0,0.0,0,0,1,0,0,7.38,83.1,36.0,7.56,Bhuvneshwar Kumar,2,5,1990,32,Experienced,0.0019702668816048,0.0039180229053646,0.004750593824228,0.0048453755166025,0.1316414141414141,0.1684905372405372,0.154721433080808,0.1703238795518207,7.0,7.0,18.0,22.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
42,B Laughlin,Rajasthan Royals,0,7,1.0,4.0,0.0,0.0,1.0,134.0,212.0,9.0,9.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1.0,25.0,23.56,9.49,Ben Laughlin,10,3,1982,40,Veteran,0.0,0.0012055455093429,0.0,0.0,0.0,0.153968253968254,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,B Stanlake,Sunrisers Hyderabad,0,4,5.0,2.0,1.0,0.0,0.0,100.0,130.0,5.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,250.0,26.0,7.8,Billy Stanlake,11,4,1994,28,Peak,0.0,0.0021097046413502,0.0,0.0,0.0,0.0878826530612245,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
44,BA Stokes,Rajasthan Royals,0,31,604.0,476.0,57.0,17.0,28.0,443.0,678.0,17.0,45.0,1.0,16.0,0.0,0.0,1,1,1,0,0,21.57,126.89,39.88,9.18,Ben Stokes,6,4,1991,31,Experienced,0.0059108006448146,0.0033152501506931,0.0048990498812351,0.0072680632749038,0.0647938597743621,0.0378787878787878,0.1855144518780883,0.0871381886087768,16.0,3.0,21.0,18.0,4.0,3.0,6.0,10.0,0.0,0.0,12.0,0.0
45,BB McCullum,Royal Challengers Bengaluru,0,6,127.0,91.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,21.17,139.56,,,Brendon McCullum,27,9,1981,41,Veteran,0.0,0.0057263411693791,0.0,0.0,0.0,0.0607852965747702,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,BB Sran,Kings XI Punjab,1,6,3.0,7.0,0.0,0.0,1.0,146.0,231.0,6.0,18.0,0.0,2.0,0.0,0.0,0,0,0,0,0,3.0,42.86,38.5,9.49,Barinder Sran,12,10,1992,30,Peak,0.0021493820526598,0.0051235684147076,0.0,0.0,0.1276443001443001,0.008874883286648,0.0,0.0,7.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
47,BB Sran,Mumbai Indians,1,2,3.0,3.0,0.0,0.0,0.0,25.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,100.0,,12.24,Barinder Sran,12,10,1992,30,Peak,0.0021493820526598,0.0051235684147076,0.0,0.0,0.1276443001443001,0.008874883286648,0.0,0.0,7.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
48,BCJ Cutting,Mumbai Indians,0,12,114.0,76.0,6.0,9.0,6.0,117.0,196.0,3.0,4.0,0.0,7.0,0.0,0.0,0,0,0,0,0,19.0,150.0,65.33,10.05,Ben Cutting,30,1,1987,35,Experienced,0.0042987641053197,0.0048221820373719,0.0,0.0,-0.3226090786693464,0.0085813492063492,0.0,0.0,6.0,5.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
