,player_name,team,IsIndian,innings,runs_scored,balls_faced,fours,sixes,is_dismissed,balls_bowled,runs_given,wickets_taken,extra_runs_given,maiden_overs_bowled,catches_taken,stumpings,run_outs,fifty,century,Three_wicket_haul,Five_wicket_haul,retention,Batting_Average,Batting_Strike_Rate,Bowling_Average,Bowling_Economy,full_name,Day,Month,Year,age_at_auction,age_category,Visibility Score 2024,Visibility Score 2023,Visibility Score 2022,Average Sentiment Score 2024,Average Sentiment Score 2023,Average Sentiment Score 2022,Positive Mentions 2024,Positive Mentions 2023,Positive Mentions 2022,Negative Mentions 2024,Negative Mentions 2023,Negative Mentions 2022,Entertainment Score 2022,Entertainment Score 2023,Entertainment Score 2024
15,AK Markram,Sunrisers Hyderabad,0,38,849.0,664.0,61.0,31.0,28.0,98.0,150.0,2.0,2.0,0.0,21.0,0.0,0.0,5,0,0,0,0,30.32,127.86,75.0,9.18,Aiden Markram,10,4,1994,31,Experienced,0.0020646937370956,0.0013667425968109,0.0051976981622424,0.0,0.1166666666666667,0.1109384662956091,0.0,2.0,12.0,0.0,1.0,4.0,0.0,0.0,0.0
16,AM Rahane,Chennai Super Kings,1,25,568.0,393.0,48.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2,0,0,0,0,24.7,144.53,,,Ajinkya Rahane,6,6,1988,37,Veteran,0.0006882312456985,0.0091116173120728,0.0120660850194913,0.0,0.0008095238095238,0.1054334554334554,0.0,8.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0
17,AM Rahane,Kolkata Knight Riders,1,7,133.0,131.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,0,0,0,19.0,101.53,,,Ajinkya Rahane,6,6,1988,37,Veteran,0.0006882312456985,0.0091116173120728,0.0120660850194913,0.0,0.0008095238095238,0.1054334554334554,0.0,8.0,21.0,0.0,6.0,6.0,0.0,0.0,0.0
18,AR Patel,Delhi Capitals,1,41,700.0,521.0,52.0,35.0,22.0,814.0,1007.0,28.0,26.0,0.0,26.0,0.0,0.0,3,0,0,0,1,31.82,134.36,35.96,7.42,Axar Patel,20,1,1994,31,Experienced,0.0055058499655884,0.0041002277904328,0.0011137924633376,0.4295261068326998,0.1629028379028378,0.0694444444444444,7.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
19,AS Joseph,Gujarat Titans,0,16,12.0,19.0,1.0,0.0,1.0,335.0,495.0,15.0,18.0,0.0,3.0,0.0,1.0,0,0,0,0,0,12.0,63.16,33.0,8.87,Alzarri Joseph,20,11,1996,29,Peak,0.0013764624913971,0.00501138952164,0.0007425283088917,-0.25,0.1687942739079102,-0.1588541666666666,0.0,6.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0
20,AS Joseph,Royal Challengers Bengaluru,0,3,0.0,0.0,0.0,0.0,0.0,64.0,123.0,1.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,123.0,11.53,Alzarri Joseph,20,11,1996,29,Peak,0.0013764624913971,0.00501138952164,0.0007425283088917,-0.25,0.1687942739079102,-0.1588541666666666,0.0,6.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0
21,AS Roy,Kolkata Knight Riders,1,11,26.0,24.0,3.0,0.0,3.0,127.0,180.0,5.0,3.0,0.0,4.0,0.0,1.0,0,0,0,0,0,8.67,108.33,36.0,8.5,Anukul Roy,30,11,1998,27,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AT Rayudu,Chennai Super Kings,1,25,432.0,345.0,35.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,0,21.6,125.22,,,Ambati Rayudu,23,9,1985,40,Veteran,0.0,0.0132118451025056,0.0012994245405606,0.0,0.1157791274817136,0.1577380952380952,0.0,14.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0
23,AU Rashid,Sunrisers Hyderabad,0,2,22.0,17.0,2.0,1.0,2.0,42.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11.0,129.41,28.0,8.0,Adil Rashid,17,2,1988,37,Veteran,0.0,0.0082004555808656,0.0077965472433636,0.0,0.3086529982363315,0.0979024943310657,0.0,16.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0
24,Abdul Basith,Rajasthan Royals,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,100.0,,,Abdul Basith,10,9,1998,27,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Abdul Samad,Sunrisers Hyderabad,1,23,355.0,251.0,25.0,22.0,17.0,6.0,8.0,0.0,0.0,0.0,14.0,0.0,0.0,0,0,0,0,0,20.88,141.43,,8.0,Abdul Samad,28,10,2001,24,Emerging,0.0,0.0,0.0022275849266753,0.0,0.0,0.212962962962963,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Abhishek Sharma,Sunrisers Hyderabad,1,41,1136.0,743.0,111.0,61.0,41.0,141.0,217.0,4.0,7.0,0.0,12.0,0.0,0.0,7,0,0,0,1,27.71,152.89,54.25,9.23,Abhishek Sharma,9,4,2000,25,Emerging,0.0123881624225739,0.0,0.0063114906255801,0.1061611028989077,0.0,0.1670315285204991,11.0,0.0,17.0,5.0,0.0,3.0,0.0,0.0,0.0
27,Abishek Porel,Delhi Capitals,1,16,360.0,244.0,37.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2,0,0,0,1,22.5,147.54,,,Abishek Porel,17,10,2002,23,Emerging,0.0020646937370956,0.0,0.0,0.3175925925925926,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Akash Deep,Royal Challengers Bengaluru,1,8,19.0,12.0,2.0,1.0,2.0,175.0,324.0,8.0,16.0,1.0,2.0,0.0,0.0,0,0,1,0,0,9.5,158.33,40.5,11.11,Akash Deep,15,12,1996,29,Peak,0.0357880247763248,0.0077448747152619,0.0077965472433636,0.1048961758689882,0.1193046536796536,0.1546825396825397,27.0,9.0,21.0,9.0,4.0,5.0,0.0,0.0,0.0
29,Akash Madhwal,Mumbai Indians,1,13,4.0,5.0,0.0,0.0,0.0,279.0,431.0,22.0,24.0,0.0,1.0,0.0,0.0,0,0,3,1,0,,80.0,19.59,9.27,Akash Madhwal,25,11,1993,32,Experienced,0.0041293874741913,0.0082004555808656,0.0,0.0843749999999999,0.2631428872053872,0.0,4.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
30,Akash Singh,Chennai Super Kings,1,6,0.0,0.0,0.0,0.0,0.0,117.0,188.0,5.0,3.0,0.0,1.0,0.0,0.0,0,0,0,0,0,,,37.6,9.64,Akash Singh,26,4,2002,23,Emerging,0.0,0.0009111617312072,0.0,0.0,0.5228571428571429,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Aman Hakim Khan,Delhi Capitals,1,10,110.0,106.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1,0,0,0,0,13.75,103.77,,,Aman Hakim Khan,23,11,1996,29,Peak,0.0,0.0018223234624145,0.0011137924633376,0.0,0.1213169642857142,0.1184027777777777,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Aman Hakim Khan,Kolkata Knight Riders,1,1,5.0,3.0,1.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.0,166.67,,13.0,Aman Hakim Khan,23,11,1996,29,Peak,0.0,0.0018223234624145,0.0011137924633376,0.0,0.1213169642857142,0.1184027777777777,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Anmolpreet Singh,Mumbai Indians,1,2,13.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.5,100.0,,,Anmolpreet Singh,28,3,1998,27,Peak,0.0013764624913971,0.0,0.0001856320772229,0.125,0.0,0.0946428571428571,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Anmolpreet Singh,Sunrisers Hyderabad,1,6,110.0,90.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,18.33,122.22,,,Anmolpreet Singh,28,3,1998,27,Peak,0.0013764624913971,0.0,0.0001856320772229,0.125,0.0,0.0946428571428571,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Anuj Rawat,Royal Challengers Bengaluru,1,21,318.0,275.0,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1,0,0,0,0,24.46,115.64,,,Anuj Rawat,17,10,1999,26,Peak,0.0103234686854783,0.0004555808656036,0.0007425283088917,-0.0315821018062397,0.0,0.4625,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
36,Arjun Tendulkar,Mumbai Indians,1,5,13.0,9.0,0.0,1.0,1.0,83.0,117.0,4.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,13.0,144.44,29.25,8.46,Arjun Tendulkar,24,9,1999,26,Peak,0.0,0.0009111617312072,0.0,0.0,0.0166666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,Arshad Khan,Lucknow Super Giants,1,4,83.0,56.0,6.0,5.0,3.0,69.0,115.0,1.0,11.0,0.0,1.0,0.0,0.0,1,0,0,0,0,27.67,148.21,115.0,10.0,Arshad Khan,20,12,1997,28,Peak,0.0,0.0009111617312072,0.0,0.0,0.131351461038961,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Arshad Khan,Mumbai Indians,1,6,18.0,15.0,0.0,1.0,2.0,97.0,192.0,5.0,16.0,0.0,1.0,0.0,0.0,0,0,1,0,0,9.0,120.0,38.4,11.88,Arshad Khan,20,12,1997,28,Peak,0.0,0.0009111617312072,0.0,0.0,0.131351461038961,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Arshdeep Singh,Punjab Kings,1,42,27.0,36.0,4.0,0.0,4.0,967.0,1413.0,50.0,94.0,0.0,6.0,0.0,0.0,0,0,4,0,0,6.75,75.0,28.26,8.77,Arshdeep Singh,2,5,1999,26,Peak,0.0103234686854783,0.0022779043280182,0.0020419528494523,-0.0666666666666666,0.1902489177489177,0.2234848484848484,1.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0
40,Ashutosh Sharma,Punjab Kings,1,10,189.0,118.0,10.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0,23.62,160.17,,,Ashutosh Sharma,15,9,1998,27,Peak,0.0041293874741913,0.0,0.0,0.35,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Atharva Taide,Punjab Kings,1,9,247.0,177.0,27.0,8.0,8.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2,0,0,0,0,30.88,139.55,,24.0,Atharva Taide,26,4,2000,25,Emerging,0.0020646937370956,0.0022779043280182,0.0,0.6999999999999998,0.2459999999999999,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Avesh Khan,Lucknow Super Giants,1,22,22.0,14.0,0.0,3.0,1.0,476.0,710.0,27.0,35.0,1.0,4.0,0.0,0.0,0,0,4,0,0,22.0,157.14,26.3,8.95,Avesh Khan,13,12,1996,29,Peak,0.0006882312456985,0.0009111617312072,0.0,0.1037157287157287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Avesh Khan,Rajasthan Royals,1,15,10.0,5.0,1.0,0.0,0.0,346.0,533.0,22.0,25.0,0.0,1.0,0.0,0.0,0,0,2,0,0,,200.0,24.23,9.24,Avesh Khan,13,12,1996,29,Peak,0.0006882312456985,0.0009111617312072,0.0,0.1037157287157287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Azmatullah Omarzai,Gujarat Titans,0,7,42.0,34.0,2.0,2.0,4.0,131.0,194.0,4.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.5,123.53,48.5,8.89,Azmatullah Omarzai,24,3,2000,25,Emerging,0.0020646937370956,0.0,0.0,0.1577052032934385,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,B Indrajith,Kolkata Knight Riders,1,3,21.0,31.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,7.0,67.74,,,Baba Indrajith,7,8,1994,31,Experienced,0.0,0.0,0.0005568962316688,0.0,0.0,0.0416666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,B Kumar,Sunrisers Hyderabad,1,44,89.0,107.0,10.0,0.0,8.0,1006.0,1381.0,43.0,97.0,3.0,5.0,0.0,1.0,0,0,3,1,0,11.12,83.18,32.12,8.24,Bhuvneshwar Kumar,2,5,1990,35,Experienced,0.0027529249827942,0.0,0.0014850566177835,-0.2722222222222222,0.0,0.0585227272727272,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
47,B Sai Sudharsan,Gujarat Titans,1,25,1034.0,770.0,95.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6,1,0,0,1,49.24,134.29,,,B Sai Sudharsan,15,10,2001,24,Emerging,0.0213351686166551,0.0305239179954441,0.0051976981622424,0.1638414762216136,0.1249081701880209,0.0673628826530612,26.0,38.0,12.0,2.0,14.0,4.0,0.0,0.0,0.0
48,BA Stokes,Chennai Super Kings,0,2,15.0,15.0,2.0,0.0,2.0,6.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,7.5,100.0,,18.0,Ben Stokes,6,4,1991,34,Experienced,0.0,0.0186788154897494,0.0577315760163356,0.0,0.1671500721500721,0.0588102855225042,0.0,24.0,98.0,0.0,7.0,65.0,0.0,0.0,0.0
49,BR Sharath,Gujarat Titans,1,1,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,2.0,40.0,,,BR Sharath,28,6,1996,29,Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Basil Thampi,Mumbai Indians,1,5,0.0,0.0,0.0,0.0,0.0,102.0,158.0,5.0,12.0,0.0,1.0,0.0,0.0,0,0,1,0,0,,,31.6,9.29,Basil Thampi,9,11,1993,32,Experienced,0.0,0.0,0.0005568962316688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,C Green,Mumbai Indians,0,16,452.0,287.0,40.0,22.0,10.0,239.0,370.0,8.0,27.0,0.0,5.0,0.0,0.0,2,1,0,0,0,45.2,157.49,46.25,9.29,Cameron Green,6,3,1999,26,Peak,0.0158293186510667,0.0400911161731207,0.0,-0.0922733390208488,0.0110903269710087,0.0,11.0,39.0,0.0,11.0,45.0,0.0,0.0,0.0,0.0
52,C Green,Royal Challengers Bengaluru,0,13,255.0,185.0,22.0,10.0,10.0,223.0,305.0,12.0,14.0,0.0,5.0,0.0,1.0,0,0,0,0,0,25.5,137.84,25.42,8.21,Cameron Green,6,3,1999,26,Peak,0.0158293186510667,0.0400911161731207,0.0,-0.0922733390208488,0.0110903269710087,0.0,11.0,39.0,0.0,11.0,45.0,0.0,0.0,0.0,0.0
53,C Sakariya,Delhi Capitals,1,5,4.0,6.0,1.0,0.0,1.0,126.0,176.0,6.0,16.0,0.0,2.0,0.0,0.0,0,0,0,0,0,4.0,66.67,29.33,8.38,Chetan Sakariya,28,2,1998,27,Peak,0.0,0.0013667425968109,0.0003712641544458,0.0,0.1881926406926407,0.1145833333333333,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
54,CJ Jordan,Chennai Super Kings,0,4,11.0,9.0,0.0,0.0,1.0,80.0,136.0,3.0,4.0,0.0,4.0,0.0,0.0,0,0,1,0,0,11.0,122.22,45.33,10.2,Chris Jordan,10,4,1988,37,Veteran,0.0,0.0091116173120728,0.0024132170038982,0.0,0.0973607954545454,-0.023076923076923,0.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
55,CJ Jordan,Mumbai Indians,0,6,6.0,13.0,0.0,0.0,2.0,140.0,241.0,3.0,13.0,1.0,1.0,0.0,0.0,0,0,0,0,0,3.0,46.15,80.33,10.33,Chris Jordan,10,4,1988,37,Veteran,0.0,0.0091116173120728,0.0024132170038982,0.0,0.0973607954545454,-0.023076923076923,0.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0
56,CV Varun,Kolkata Knight Riders,1,39,13.0,29.0,2.0,0.0,0.0,877.0,1194.0,47.0,63.0,1.0,8.0,0.0,0.0,0,0,6,0,1,,44.83,25.4,8.17,Varun Chakaravarthy,29,8,1991,34,Experienced,0.0082587749483826,0.0009111617312072,0.0012994245405606,0.1871549206495852,0.1937499999999999,0.2571428571428572,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,D Brevis,Mumbai Indians,0,11,230.0,176.0,17.0,16.0,10.0,3.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,23.0,130.68,8.0,16.0,Dewald Brevis,29,4,2003,22,Emerging,0.0,0.0082004555808656,0.0053833302394653,0.0,0.1951543209876543,0.0351866157469605,0.0,12.0,12.0,0.0,4.0,13.0,0.0,0.0,0.0
58,D Ferreira,Rajasthan Royals,0,4,8.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,4.0,72.73,,,Donovan Ferreira,21,7,1998,27,Peak,0.0,0.0004555808656036,0.0,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,D Jansen,Mumbai Indians,0,1,0.0,0.0,0.0,0.0,0.0,28.0,53.0,1.0,4.0,0.0,2.0,0.0,0.0,0,0,0,0,0,,,53.0,11.36,Duan Jansen,1,1,2001,24,Emerging,0.0,0.0009111617312072,0.0,0.0,0.3890625,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,D Padikkal,Lucknow Super Giants,1,8,38.0,60.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0,0,0,0,5.43,63.33,,,Devdutt Padikkal,7,7,2000,25,Emerging,0.0041293874741913,0.00501138952164,0.0022275849266753,-0.117824074074074,0.2144349968213604,0.1083664021164021,1.0,8.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0
61,D Padikkal,Rajasthan Royals,1,28,637.0,523.0,72.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3,0,0,0,0,22.75,121.8,,,Devdutt Padikkal,7,7,2000,25,Emerging,0.0041293874741913,0.00501138952164,0.0022275849266753,-0.117824074074074,0.2144349968213604,0.1083664021164021,1.0,8.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0
62,D Pretorius,Chennai Super Kings,0,7,44.0,28.0,3.0,3.0,4.0,166.0,242.0,7.0,20.0,0.0,3.0,0.0,0.0,0,0,0,0,0,11.0,157.14,34.57,8.75,Dwaine Pretorius,29,3,1989,36,Veteran,0.0,0.0004555808656036,0.0001856320772229,0.0,0.5,0.1888888888888888,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,D Wiese,Kolkata Knight Riders,0,4,21.0,11.0,0.0,3.0,1.0,18.0,38.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,21.0,190.91,,12.67,David Wiese,18,6,1985,40,Veteran,0.0,0.0,0.0053833302394653,0.0,0.0,0.0851293103448275,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
64,DA Miller,Gujarat Titans,0,40,950.0,681.0,70.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,3,0,0,0,0,39.58,139.5,,,David Miller,6,10,1989,36,Veteran,0.0041293874741913,0.0018223234624145,0.0011137924633376,0.1237768440709617,0.292001488095238,0.0880208333333333,5.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
65,DA Warner,Delhi Capitals,0,34,1116.0,837.0,138.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12,0,0,0,0,37.2,133.33,,,David Warner,27,10,1986,39,Veteran,0.0020646937370956,0.0082004555808656,0.0092816038611472,0.0481481481481481,0.1514021164021164,0.101109126984127,1.0,11.0,22.0,1.0,4.0,12.0,0.0,0.0,0.0
66,DG Nalkande,Gujarat Titans,1,6,12.0,12.0,0.0,1.0,2.0,89.0,150.0,6.0,7.0,0.0,2.0,0.0,0.0,0,0,0,0,0,6.0,100.0,25.0,10.11,Darshan Nalkande,10,4,1998,27,Peak,0.0,0.0013667425968109,0.0,0.0,0.0747619047619047,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
